brand,model,screen_size (inches),color,harddisk (in GB),cpu,ram (GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed (GHz),rating,price
ASUS,ASUS ZenBook Pro Duo 15,15.60,Celestial Blue,1000.00,Core i9,32.00,Windows 10 Pro,Backlit Keyboard,RTX 3060,,,4.60,2849.00
HP,,15.60,Silver,1000.00,Intel Core i3,32.00,Windows 11,,Integrated,Intel,3.00,4.70,579.99
Asus,ASUS BR1100,11.60,Dark Grey,64.00,Celeron,4.00,Windows 10 Pro,Anti Glare Coating,Integrated,,,4.10,279.99
Lenovo,Lenovo Ideapad,15.60,Gray,256.00,Intel Core i5-1135G7,12.00,Windows 11 Home,FHD Touch Screen,Integrated,,,4.30,561.99
Lenovo,Lenovo Yoga 7i,16.00,Gray,256.00,Intel Core i5,8.00,Windows 11 Home,Backlit Keyboard,Integrated,,,4.10,682.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
Dell,Inspiron 14 5425,14.00,Pebble Green,512.00,AMD Ryzen 7,8.00,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,,,4.10,542.95
LENOVO,ThinkPad,14.00,Black,512.00,Intel Core i7,16.00,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,,,4.20,1249.00
SAMSUNG,Galaxy Chromebook,13.30,Fiesta Red,256.00,Core i5-10210U,8.00,Chrome OS,Support Stylus,Integrated,,,4.20,643.00
acer,CB317-1H-C6RK,17.30,Silver,128.00,Celeron N,4.00,Chrome OS,Numeric Keypad,Integrated,,,3.50,328.67
Dell,Inspiron 15 3530,15.60,Black,2 TB,Core i7 Family,64.00,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.20,1000.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
LG,15Z90RT-K.ADB9U1,16.00,Neptune Blue,2 TB,Intel Core i7,32.00,Windows 11 Home,,Integrated,Intel Iris,,4.70,1899.00
acer,A514-56M-576D,14.00,Gray,512.00,Core i5,8.00,Windows 11 Home,Backlit Keyboard,Integrated,,,,499.99
Dell,Inspiron 5620 Laptop,16.00,"Gray, Platinum Silver",1000.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1020.33
HP,17-cn0003dx,17.30,Silver,1000.00,Intel Core i3,32.00,Windows 11,,Integrated,Intel,,4.00,619.99
Lenovo,e15,13.00,Black,256.00,8032,8.00,Windows 10 Pro,Anti-glare,Integrated,,,4.50,799.00
Dell,XPS 13 9315,13.40,Sky,1000.00,Core i7,32.00,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,2.80,1126.85
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,82XQ001GUS,15.60,,256.00,AMD Ryzen 3 2300X,8.00,Windows 11 Home,,Integrated,AMD Radeon 610M,2.40,5.00,499.00
Lenovo,Lenovo ideapad Flex 5,14.00,Graphite Grey,256.00,Ryzen 5 5500U,16.00,Windows 11,Fingerprint reader,Integrated,,,4.40,622.04
Dell,Latitude,15.60,,256.00,Core i5,8.00,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,5.00,748.47
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,ASUS ZenBook Pro Duo 15,15.60,,1000.00,Core i7,16.00,,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.70,4.40,2499.99
Dell,XPS 13 9320,13.40,Platinum,1000.00,Core i7,16.00,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,5.00,1305.17
Razer,Blade 15,15.60,Black with illuminated Razer Logo,1000.00,Intel Core i7 12800H,16.00,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,,,4.20,1659.68
HP,HP Notebook 15-dy1731ms,15.60,Silver,128.00,Intel Core i3,8.00,Windows 10,Stereo Speakers,Integrated,,,4.50,377.00
Lenovo,Newest Flagship Lenovo Chromebook,14.00,Abyss Blue,64.00,Cortex,4.00,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,,4.20,299.00
DELL,Latitude 5530,15.60,Grey,1000.00,Core i5 Family,32.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.00,939.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
acer,AN16-41-R5KC,16.00,Black,1000.00,Ryzen 9,16.00,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.00,1649.99
ASUS,Zephyrus Duo,16.00,Black,2 TB,Ryzen 9,32.00,Windows 11 Pro,Anti Glare Coating,Dedicated,,,3.50,3849.99
ASUS,ASUS Laptop L210,11.60,Star Black,64.00,Celeron,4.00,Windows 11 S,,Integrated,,2.80,4.00,252.54
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
HP,Pavilion X360,14.00,Gold,256.00,Core i5-1130G7,8.00,Windows 11 Home,Fingerprint Reader,Integrated,,,4.60,499.99
LG,16Z90Q-R.AAS8U1,16.00,Gray,1000.00,Core i7,16.00,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,,4.50,1612.99
SAMSUNG,Samsung Chromebook,12.20,Light Titan,32.00,Celeron,4.00,Chrome OS,Pen,Integrated,,,4.50,447.95
LENOVO,IdeaPad,15.60,Grey,1000.00,Core i3,20.00,Windows 11 Home,Numeric Keypad,Integrated,,,4.40,487.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,2022,13.30,Graphite Grey,,Others,4.00,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,,4.10,433.99
HP,6M0Z7UA#ABA,15.60,,512.00,Intel Core i5-1135G7,16.00,Windows 11 Home,,Integrated,,2.40,4.30,520.00
LG,17Z90R-K.AAB8U1,17.00,Black,1000.00,Intel Core i7,16.00,Windows 11 Home,Anti-glare,Integrated,,,4.00,1399.99
Dell,Latitude,15.60,,512.00,Core i7,16.00,Windows 11 Pro,Information Not Available,Integrated,,,5.00,1428.96
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Alienware X15 R2 Laptop,15.60,Lunar Light,512.00,Core i7,16.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,1749.33
HP,HP Pavilion x360,14.00,Silver,512.00,Core i5,8.00,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.20,608.00
LG,16Z90R-A.ADB9U1,16.00,Black,2 TB,Intel Core i7,32.00,Windows 11 Home,Anti-glare,Dedicated,,,4.10,1896.99
ASUS,TUF Gaming F15,15.60,Black,512.00,Core i5,16.00,Windows 11 Home,,Dedicated,,4.50,4.30,999.00
Asus,Vivobook,14.00,Grey,256.00,Core i3,8.00,Windows 11,Backlit Keyboard,Intel UHD Graphics,,,4.40,357.50
MSI,Pulse GL66,15.60,Black,512.00,Core i7,16.00,Windows 11 Home,Anti Glare Coating,Integrated,,,4.50,1465.80
LG,16Z90RS-K.AAW7U1,16.00,White,1000.00,Intel Core i7,16.00,Windows 11 Home,,Integrated,,5.00,2.90,1799.00
DELL,Inspiron,15.60,Black,1000.00,Intel Core i7,32.00,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,,,949.99
HP,Chromebook,14.00,Mineral Silver,32.00,Celeron N,4.00,Chrome OS,Stereo Speakers,Integrated,,,4.50,150.00
LG,14Z90RS-K.ADW9U1,14.00,Dynamic White,1000.00,Intel Core i7,32.00,Windows 11 Home,,Integrated,,5.00,4.20,1796.99
MSI,Pulse 15 B13VGK-1262US,15.60,Black,1000.00,Core i7,32.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,1697.23
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.60,Dark Side of the Moon,512.00,AMD Ryzen 7,16.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,4.00,1497.99
ASUS,Vivobook S 14 Flip OLED,14.00,Blue,1000.00,Ryzen 7 5800H,16.00,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,,4.10,1099.99
HP,HP Victus,15.60,Mica Silver,512.00,Ryzen 5,16.00,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,,3.40,699.00
HP,HP,14.00,Ash Gray,64.00,Celeron,4.00,Chrome OS,Numeric Keypad,Integrated,,,4.10,239.00
Microsoft,Surface Laptop 4,13.50,,512.00,Core i7,16.00,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,5.00,1198.99
Lenovo,,14.00,,512.00,Core i5,16.00,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.30,3.80,689.00
Dell,Latitude 7000,13.30,,512.00,Core i5,16.00,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,4.60,1680.56
Apple,MacBook Pro,13.30,Space Gray,,,16.00,Mac OS,,Integrated,,,4.70,911.00
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,Asus,14.00,Black,64.00,Celeron,4.00,Windows 10,Stereo Speakers,Integrated,,,4.20,129.99
acer,SFX14-51G-71Y1,14.00,Green,512.00,Intel Core i7,16.00,Windows 11 Home,Backlit Keyboard,Dedicated,,,4.20,886.37
SAMSUNG,XE530QDA-KB1US,13.30,Mercury Grey,,Core i3,16.00,Chrome OS,,Integrated,Intel UHD Graphics,2.10,4.40,729.00
HP,Elitebook 840 G3,14.00,Silver,256.00,Athlon,8.00,Windows 10 Pro,Speakers,Integrated,,,4.00,159.99
HP,HP Pavilion,15.60,Horizon Blue,1000.00,AMD Ryzen 7,32.00,Windows 11,,AMD Radeon Graphics,AMD Radeon Graphics,,4.10,732.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,Lenovo Ideapad 3,15.60,Platinum Grey,128.00,Celeron N4000,4.00,Windows 10 Home,HD,Integrated,,,4.10,185.95
acer,CB314-1H-C884,14.00,Blue,64.00,Celeron N,4.00,Chrome OS,,Integrated,Intel,,4.40,204.00
acer,A517-52-75N6,17.30,Silver,512.00,Intel Core i7,16.00,Windows,Fingerprint Reader,Integrated,,,4.00,699.99
Lenovo,Ideapad 3i,15.60,Gray,512.00,Intel Core i5-1135G7,8.00,Windows 11,HD,Integrated,,,,485.00
Dell,Latitude,15.60,,512.00,Core i7,16.00,Windows 11 Pro,Information Not Available,Integrated,,,,1499.99
ASUS,TP470EA-AS34T,14.00,Indie Black,128.00,Core i3,4.00,Windows 10 S,Fingerprint Reader,Integrated,,,4.30,460.48
LG,LG Gram,17.00,,512.00,Core i7,16.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics eligible Integrated,3.70,,1199.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,,16.00,,1000.00,Intel Core i7,16.00,Windows 11 Home,"Backlit Keyboard,Fingerprint",Integrated,Intel Iris Xe Graphics,4.70,4.80,849.00
Lenovo,ideapad,14.00,Gray,64.00,Celeron N4020,4.00,Windows 11,,Integrated,Intel,,4.20,220.69
acer,AN16-41-R1WE,16.00,Black,512.00,AMD Ryzen 7,16.00,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.00,1241.46
Lenovo,ideapad3i-14-i5,14.00,Platinum Gray,512.00,Core i5-10210U,8.00,Windows 11 Home,Narrow Bezel,Integrated,,,4.20,443.00
HP,"2023 Newest HP 14"" Chromebook",14.00,Modern Gray,64.00,Celeron N,4.00,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.20,225.00
Panasonic,Panasonic Toughbook,14.00,Silver/Black,1000.00,Core i5,16.00,Windows 10,"Spill-resistant,Stereo",Integrated,,,3.60,655.96
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Inspiron,15.60,,1000.00,Core i5,32.00,Windows 11 Pro,,Integrated,Intel UHD Graphics,2.40,5.00,689.65
ASUS,"17.3"" Chromebook",17.30,Transparent Silver,64.00,Pentium Other,4.00,Chrome OS,"Chiclet Keyboard, 1.5mm Key-travel , camera",Integrated,,,4.00,246.00
Lenovo,Slim 7 82VB,16.00,Storm Grey,4 TB,Core i7 Family,32.00,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,,,,1949.00
HP,EliteBook 655 G9,15.60,,512.00,Ryzen 5,16.00,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,5.00,1137.02
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,CXB170CK,17.30,Silver,64.00,Celeron,4.00,Chrome OS,Anti-glare,Integrated,,,4.50,247.36
acer,AN515-58-725A,15.60,Black,512.00,Core i7,16.00,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.60,1199.00
acer,Acer Aspire 3,15.60,Blue,512.00,Ryzen 5,8.00,Windows 11 Home,,Integrated,AMD Radeon,,4.30,450.00
ASUS,S5402ZA-IS74,14.50,,512.00,Core i7,12.00,Windows 11 Home,Anti-glare,Integrated,,2.30,3.80,689.49
ASUS,Rog Strix Scar G533Z,15.60,Off Black,4 TB,Intel Core i9,64.00,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2819.00
ASUS,VivoBook S15,15.60,Indie Black,512.00,Intel Core i7-1165G7,16.00,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",Integrated,,,5.00,901.56
ASUS,VivoBook Pro 16,16.00,Quiet Blue,512.00,Core i9,16.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,4.00,1399.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,ASUS Chromebook Flip CX3,14.00,AI Blue,512.00,Intel Core i7,16.00,Chrome OS,"Backlit Keyboard,Stylus",Integrated,,,3.90,979.99
ASUS,VivoBook Pro 15,15.60,Blue,512.00,Intel Core i7,16.00,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,5.00,1259.99
SAMSUNG,Galaxy Book Go,14.00,Silver,128.00,Snapdragon,4.00,Windows 11 Home,Anti Glare Coating,Integrated,,,4.30,345.00
MSI,Summit E16Flip A13VFT-060US,16.00,Ink Black,2 TB,Core i7,32.00,Windows 11 Pro,Pen,Dedicated,,,,2198.99
Panasonic,CF-31 MK5,13.10,Silver/Black,240.00,Core i5 5300U,8.00,Windows 10,Anti-glare,Integrated,,,4.10,420.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Latitude 5000,14.00,Gray,512.00,Core i7,16.00,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,4.80,1658.99
Toughbook,Panasonic Toughbook,13.10,Silver,256.00,Core i5 7200U,16.00,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.80,1550.99
HP,HP ProBook,11.60,,128.00,Celeron,4.00,Windows 10 Pro,,Integrated,Intel UHD Graphics 600,,4.10,245.00
ASUS,VivoBook Pro 16,16.00,Quiet Blue,1000.00,Core i9,16.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,3.00,1646.99
Dell,Latitude,15.60,,512.00,Core i7,16.00,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,,1109.18
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,"Lenovo Ideapad 1 (14"", intel)",14.00,Ice Blue,64.00,Celeron N4020,4.00,Windows 11,Anti-glare Screen,Integrated,,,4.20,195.00
HP,1A1L3UA,15.60,,1000.00,Ryzen 3 3250U,4.00,Windows 10 Home,HD Audio,Integrated,AMD Radeon Graphics,,3.80,269.00
Dell,Latitude 5530 Laptop,15.60,Black,512.00,Core i7,16.00,Windows 11 Pro,Backlit Keyboard,Integrated,,,5.00,1349.99
Dell,Latitude 3000,14.00,Black,256.00,Core i5 Family,8.00,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,3.90,835.85
ASUS,ASUS Chromebook,12.00,Mineral Gray,32.00,MediaTek MT8183,4.00,Chrome OS,,Integrated,Mali-G72 MP3,,4.20,278.97
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,XPS 15 9520,15.60,,512.00,Core i7,16.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,4.80,1576.57
Dell,Precision 7000,16.00,,512.00,Core i7,32.00,Windows 11 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,,2549.00
Gigabyte,AORUS 17X AZF-C5US665SP,17.00,Black,2 TB,Core i9,32.00,Windows 11 Pro,Backlit Keyboard,Dedicated,,,5.00,3499.99
HP,,14.00,Gold,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,2.40,3.30,729.99
Lenovo,"Lenovo Ideapad Gaming 3i 15""",15.60,Gray,512.00,Core i7,8.00,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.30,934.00
acer,Acer 315,15.60,Pure Silver,64.00,1.2  Cortex A8 Processor,4.00,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.30,129.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Lenovo,,13.30,Gray,64.00,Others,4.00,Chrome OS,Stylus,Integrated,Integrated Card,,4.20,469.99
acer,Nitro 5,17.30,R  Backlit,2 TB,Core i5,32.00,Windows 11 Home,Backlit Kb,Dedicated,,,4.50,1259.00
ASUS,Rog Strix Scar G533Z,15.60,Off Black,1000.00,Intel Core i9,32.00,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2299.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Dell,Latitude Rugged 5430 Laptop,14.00,Silver,1000.00,Core i5,32.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,2023.03
Corsair,VOYAGER a1600,16.00,Black,2 TB,Ryzen 9,32.00,Windows 11 Home,,Dedicated,AMD Radeon RX 6800M,,2.60,1699.99
Apple,MacBook Air,13.30,,256.00,,8.00,Mac OS,,Integrated,,,4.00,1068.99
ASUS,Chromebook C423,14.00,Silver,64.00,Celeron N,4.00,Chrome OS,"Anti-glare,Ultra-narrow Bezel",Integrated,,,4.90,283.55
Panasonic,CF-53 MK4,14.00,Silver/Black,1000.00,Core i5 4310M,16.00,Windows 10 Pro,Spill-resistant,Integrated,,,3.60,658.94
Alienware,Alienware m15 R7,15.60,Black,512.00,Core i7 Family,16.00,Windows 11 Home,Anti Glare Coating,Integrated,,,4.00,1599.00
Dell,Precision 5770,17.00,,512.00,Core i7 Family,32.00,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12  GDDR6,,5.00,2475.00
Apple,MacBook Air,13.00,Gold,,Apple M1,8.00,Mac OS,,Integrated,,,4.80,1178.00
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
ASUS,Vivobook S 16 Flip,16.00,Midnight Black,512.00,Ryzen 5,8.00,Windows 11 Home,Fingerprint Sensor,Integrated,,,4.10,699.99
SAMSUNG,Galaxy Book Pro,15.60,Silver,512.00,Intel Core i7,16.00,Windows 10,HD Audio,Integrated,,,4.10,1177.42
HP,Laptop 15-ef0021nr,15.60,Natural Silver,256.00,Ryzen 3 3200U,8.00,Windows 10 Home,,Integrated,AMD Radeon Vega 3,,4.40,346.90
ASUS,VivoBook Pro 15X OLED,15.60,Black,,Core i7,16.00,Windows 11 Home,"Fingerprint Reader, High Definition Audio, Backlit Keyboard, Memory Card Slot",Dedicated,NVIDIA GeForce RTX 3060,,3.50,1530.63
ASUS,ASUS Chromebook CX9,14.00,Star Black,512.00,Intel Core i7,16.00,Chrome OS,Stylus,Integrated,,,3.80,1211.99
HP,15-dy2035tg,15.60,Silver,256.00,Core i3,8.00,Windows 10 S,"Anti-glare,Fingerprint Reader",Integrated,,,4.30,423.99
MSI,Pulse 15 B13VFK-1263US,15.60,Black,1000.00,Core i7,32.00,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4060,,3.00,1499.00
acer,SF514-56T-797T,14.00,Green,1000.00,Core i7,16.00,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,3.90,1406.88
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
ASUS,ExpertBook B9,14.00,Star Black,,Core i7,16.00,Windows 11 Pro,,Integrated,,5.10,,1829.99
ASUS,VivoBook S15,15.60,Indie Black,512.00,Intel Core i5-1135G7,8.00,Windows 10,Nanoedge Bezel,,Intel Iris Xe Graphics,,4.30,606.15
MSI,Katana 15 B13VGK-1007US,15.60,Black,1000.00,Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,5.00,1899.00
Dell,Latitude,15.60,,256.00,Core i5,16.00,Windows 11 Pro,Information Not Available,Integrated,,,,1038.43
Lenovo,,16.00,,2 TB,Intel Core i5,40.00,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,4.40,4.70,1799.00
Lenovo,,14.00,,512.00,Core i7,8.00,Windows 11 Pro,,Integrated,,1.70,,922.55
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
Apple,,,,4 TB,,96.00,macOS 10.14 Mojave,,Integrated,,,,5299.00
HP,HP Envy,14.00,,,Core i5,8.00,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,Intel Iris Xe Graphics,,4.50,629.49
Dell,Latitude 5340 Multi-Touch 2-in-1,13.30,,512.00,Core i7,32.00,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,5.20,,1507.90
Dell,Inspiron,15.60,,512.00,Core i5,16.00,Windows 11 Pro,Anti-glare,Integrated,Intel UHD Graphics,,4.70,649.00
Lenovo,Lenovo Thinkpad,13.00,Blue,,Athlon,4.00,Chrome OS,,shared,AMD Radeon Graphics,2.00,4.10,195.99
ASUS,TUF Dash 15 (2021),15.60,Eclipse Grey,512.00,Core i7,8.00,Windows 10 Home,,RTX 3050 Ti,NVIDIA GeForce RTX 3050 Ti,,4.50,940.47
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
